Date,BTC_Close,BTC_Volume,Sun_Lon,Moon_Lon,Mercury_Lon,Venus_Lon,Mars_Lon,Jupiter_Lon,Saturn_Lon,Uranus_Lon,Neptune_Lon,Pluto_Lon,Kp,Dst,F10_7,Log_Return,Sun_Lon_sin,Sun_Lon_cos,Moon_Lon_sin,Moon_Lon_cos,Mercury_Lon_sin,Mercury_Lon_cos,Venus_Lon_sin,Venus_Lon_cos,Mars_Lon_sin,Mars_Lon_cos,Jupiter_Lon_sin,Jupiter_Lon_cos,Saturn_Lon_sin,Saturn_Lon_cos,Uranus_Lon_sin,Uranus_Lon_cos,Neptune_Lon_sin,Neptune_Lon_cos,Pluto_Lon_sin,Pluto_Lon_cos,Kp_Entropy,Kp_Trend,Kp_Jerk,Dst_Entropy,Dst_Trend,Dst_Jerk,F10_7_Entropy,F10_7_Trend,F10_7_Jerk,Global_Stress,Global_Harmony,Mercury_Speed,Mercury_Ret,Return_Lag_1,Stress_Lag_1,Return_Lag_2,Stress_Lag_2,Return_Lag_3,Stress_Lag_3,Return_Lag_7,Stress_Lag_7,Return_Lag_14,Stress_Lag_14,Return_Lag_30,Stress_Lag_30
2018-02-01,9224.52,33564.764311,312.5712380354008,145.58334827987213,301.4865503380348,318.1238568416736,243.65743198005575,231.30338158393357,274.88404080129936,24.954171581930392,342.79625058752515,289.83580412062827,0.8125,-4.208333333333333,67.0,-0.10883108990254975,-0.7364367799915336,0.676506370314206,0.5652067801049481,-0.8249492685755876,-0.8527627926365993,0.5222984008156911,-0.6675225808216603,0.7445895541123243,-0.8961570023199378,-0.44373711495990853,-0.7804673076590639,-0.6251965944208366,-0.9963690496178377,0.08513939724737832,0.42189321019464165,0.9066455311706223,-0.2957705624377745,0.9552590090625905,-0.9406689080056777,0.3393258102641264,0.40278975077989865,1.0875000000000001,-0.6000000000000001,3.5876450618681726,-1.5059523809523812,-3.7499999999999996,0.5023753102821031,66.87142857142858,-0.20000000000000284,3.5817866817553785,5.641209025252465,1.5959910499378793,0,0.004637819975389339,3.8760563617517945,-0.09439858760924733,4.541587343888904,-0.05439509158249847,2.8159434748902807,-0.015513561588170759,2.9724796953874395,-0.0024436523697732144,2.4249027563199967,0.09239180672704118,3.140680296387086
2018-02-02,8873.03,49971.626975,313.5856138726154,160.15550653453337,303.09413431330944,319.3784741206696,244.2693847919497,231.4058597318207,274.9851422743061,24.97980675147877,342.8301395242373,289.86764106483577,0.7124999999999999,-3.125,66.8,-0.03884881716142667,-0.7243449919311318,0.6894376930979975,0.3394684660229924,-0.9406174358239361,-0.8377746197166142,0.5460161962420919,-0.6510594276394345,0.7590267595294727,-0.9008451729581474,-0.4341405007114696,-0.7815842735045769,-0.6237996660870562,-0.9962172654958507,0.0868974103640021,0.4222988175858402,0.9064566777654635,-0.29520550032041765,0.9554337824153863,-0.9404802131859689,0.33984844946780995,0.3257203555198835,0.9500000000000001,-0.10000000000000009,3.449489073431725,-1.3273809523809526,1.083333333333333,0.34572215654179145,66.74285714285715,-0.20000000000000284,3.689832917147977,5.377915708885629,1.607583975274622,0,-0.10883108990254975,3.5817866817553785,0.004637819975389339,3.8760563617517945,-0.09439858760924733,4.541587343888904,-0.007749675310505253,3.0109916620927186,0.045737003132394885,3.111832451619264,0.01651689098613066,1.1807575202224299
2018-02-03,9199.96,28725.000735,314.59971968165837,174.34064750485507,304.71353731462875,320.63289509366155,244.88085396555311,231.50579842454957,275.0854297370507,25.0062041651009,342.8642757558987,289.89927719571074,0.775,5.541666666666667,67.3,0.03618279732835513,-0.7120294812508501,0.7021495694149825,0.09861379975766177,-0.9951257802395412,-0.822009514005953,0.569473756097414,-0.6342867608726843,0.7730978624867865,-0.9054269974067047,-0.424502005139056,-0.7826711523218005,-0.6224354322524264,-0.9960636389407802,0.08864100168686602,0.4227163970871595,0.9062620193043791,-0.29463621041411314,0.9556094932098627,-0.9402924209307391,0.34036768815533863,0.2520599654655124,0.8571428571428571,0.06250000000000011,3.414439847310166,0.4047619047619046,8.666666666666668,0.4029651999627786,66.82857142857144,0.5,2.5887885363370122,6.428539151179116,1.6194030013193128,0,-0.03884881716142667,3.689832917147977,-0.10883108990254975,3.5817866817553785,0.004637819975389339,3.8760563617517945,0.03561049430441794,2.9548474343333386,0.10927147038888521,1.4925405753139824,0.00934192500328923,2.8158199372079844
2018-02-04,8184.81,32014.308449,315.61356895830886,188.08968532514731,306.34499909909647,321.88712956759076,245.491830760933,231.60317508184113,275.18489216442396,25.03336490339936,342.8986586209255,289.9307121018028,0.7000000000000001,9.75,71.0,-0.1169191388606565,-0.6994941173322148,0.714638355965887,-0.14072300060925158,-0.9900490074231318,-0.8054630769830604,0.5926459580702298,-0.6172126299044368,0.7867963964625465,-0.9099021346154725,-0.4148229808270108,-0.7837278774194044,-0.6211043504562459,-0.9959082621271159,0.09036998078426198,0.4231459579292234,0.9060615311821598,-0.2940627016820774,0.9557861306168015,-0.9401055392047517,0.34088352139190176,0.2591050301840274,0.8375000000000001,-0.07499999999999996,4.900801683689837,1.7738095238095237,4.208333333333333,1.5899985025449828,67.48571428571428,3.700000000000003,3.4353970553186266,6.982111609245294,1.6314617844677173,0,0.03618279732835513,2.5887885363370122,-0.03884881716142667,3.689832917147977,-0.10883108990254975,3.5817866817553785,0.0332879848959367,2.2797451847642365,-0.1044881491336175,1.315902122383992,0.11886894796584493,1.0817261488526018
2018-02-05,6939.99,63403.182579,316.6271704028347,201.3953866840907,307.98876700638937,323.14118460581096,246.10230323997155,231.69796635019148,275.28351769444316,25.061289596729512,342.93328697920106,289.9619449063248,1.875,-2.3333333333333335,72.0,-0.1649796637633145,-0.6867428824157882,0.7269004150853505,-0.3648018168198218,-0.931085191829919,-0.7881314405706003,0.6155069718403768,-0.5998452513534379,0.800116038102431,-0.9142702408312119,-0.40510483424718313,-0.784754371673076,-0.6198068861669702,-0.9957512292770598,0.09208414300640573,0.42358750196837813,0.9058551916151881,-0.2934849910723358,0.9559636813264775,-0.9399195787234574,0.34139593660780193,0.4543441112511208,1.010714285714286,1.1749999999999998,5.1376875472661165,1.1666666666666665,-12.083333333333334,2.201839058172789,68.31428571428572,1.0,4.373144595445512,6.577596376042084,1.6437679072928972,0,-0.1169191388606565,3.4353970553186266,0.03618279732835513,2.5887885363370122,-0.03884881716142667,3.689832917147977,-0.05439509158249847,2.8159434748902807,-0.06911213271797718,2.250258284598616,0.006429609063577102,2.0260432431973547
2018-02-06,7652.14,100201.500307,317.64052669465775,214.28543638119248,309.6450909591005,324.39506313104835,246.7122557050913,231.7901470054321,275.38129229265047,25.089976890202983,342.9681577341143,289.9929728418993,1.1125,-0.2083333333333333,74.6,0.0976850136855151,-0.6737798915730435,0.7389321062938177,-0.5633160505106558,-0.8262415066051065,-0.7700113606559964,0.638030175196049,-0.5821930285126903,0.8130505996253996,-0.9185309684657138,-0.3953490356247729,-0.7857505355979902,-0.6185435278195638,-0.9955926389421993,0.09378324628689061,0.42404099942994067,0.9056429930179204,-0.29290312818940256,0.9561421220178842,-0.9397345614784576,0.34190489022956533,0.4442255165158897,1.0571428571428572,-0.7625,5.0897614184062,0.7083333333333331,2.125,3.1125705193770528,69.41428571428571,2.5999999999999943,3.5425403911986413,6.398075511756472,1.6563239527111477,0,-0.1649796637633145,4.373144595445512,-0.1169191388606565,3.4353970553186266,0.03618279732835513,2.5887885363370122,-0.09439858760924733,4.541587343888904,0.0036300037587387226,3.021581405550101,-0.05538832719388593,2.744958271309318
2018-02-07,7599.0,60778.460497,318.6536346611831,226.8128451513553,311.3142192868577,325.648763780132,247.32166901657047,231.87968981433175,275.478199455365,25.119422970905912,343.00326540837926,290.0237908650531,0.5,-0.1666666666666666,74.6,-0.006968687593351903,-0.6606093956315294,0.7507297958675582,-0.7291220778423737,-0.6843836611162043,-0.7511003155299133,0.6601880913882534,-0.5642645542670588,0.8255940363143363,-0.9226839714764995,-0.38555711480966626,-0.7867162458870811,-0.6173147887887814,-0.9954325947860552,0.09546700601517369,0.42450638147296027,0.9054249455856259,-0.29231720240522513,0.9563214172954523,-0.9395505231242589,0.3424103013884533,0.45628872960210626,0.9267857142857144,-0.6125,5.079802963516217,0.7499999999999999,0.041666666666666685,3.4711738099737137,70.47142857142856,0.0,4.5543002113632225,7.362179503086626,1.6691283277571642,0,0.0976850136855151,3.5425403911986413,-0.1649796637633145,4.373144595445512,-0.1169191388606565,3.4353970553186266,0.004637819975389339,3.8760563617517945,0.04974665754802564,2.415443409359639,-0.08039023903033347,3.2659097335578373
2018-02-08,7784.02,1521.537318,319.66648617165254,239.04629758345433,312.99639469318737,326.9022814652663,247.93052133088304,231.9665659525685,275.5742205354034,25.149621760992044,343.0386023725044,290.0543919089254,0.5375,5.333333333333333,75.5,0.024056254565828366,-0.6472357738698137,0.762289874669173,-0.8575831948974025,-0.5143452768613352,-0.7313966145596146,0.6819523386650527,-0.5460686033923463,0.8377404612343446,-0.9267289132089812,-0.37573065009724793,-0.7876513599308875,-0.6161212017119875,-0.9952712053539476,0.09713510072728752,0.424983543289065,0.9052010759679152,-0.2917273390831404,0.9565015209770816,-0.9393675115638533,0.34291205609942305,0.47903983828765834,0.8875000000000001,0.03749999999999998,4.800035824381305,2.1130952380952377,5.5,3.540446568550585,71.68571428571428,0.9000000000000057,4.103807107549194,5.998712531339189,1.6821754063296908,0,-0.006968687593351903,4.5543002113632225,0.0976850136855151,3.5425403911986413,-0.1649796637633145,4.373144595445512,-0.10883108990254975,3.5817866817553785,-0.015513561588170759,2.9724796953874395,-0.034303461639791186,3.8894705939628107
2018-02-09,8683.92,20482.910825,320.679069173959,251.0618889224967,314.6918497310872,328.15560813107516,248.53878887076368,232.05074558500715,275.66933527193606,25.180565357896736,343.0741593079273,290.0847673596217,0.9125,2.25,76.1,0.10940012537559372,-0.6336635233408742,0.7736087765707091,-0.9458696914135206,-0.32454664821145707,-0.7108995238936067,0.703293585160453,-0.5276141207604693,0.8494841608730306,-0.9306654736996426,-0.36587125613174354,-0.7885557220083653,-0.6149633105217462,-0.9951085834236995,0.09878718133684217,0.4254723511035995,0.9049714241048583,-0.2911336918797214,0.9566823785627513,-0.9391855841784424,0.34341001510060504,0.4727861945047518,0.9160714285714285,0.375,4.216948591491295,2.8809523809523805,-3.083333333333333,3.121660119994085,73.01428571428572,0.5999999999999943,4.110653001096492,7.129439952965125,1.6954550378998192,0,0.024056254565828366,4.103807107549194,-0.006968687593351903,4.5543002113632225,0.0976850136855151,3.5425403911986413,-0.03884881716142667,3.689832917147977,-0.007749675310505253,3.0109916620927186,0.03460873212019189,1.9686116484525251
2018-02-10,8533.98,49381.512653,321.6913685660959,262.9367271938849,316.4008013716076,329.40873342363324,249.1464465501957,232.1321983964546,275.763522289568,25.212244475814693,343.10992566241805,290.11490751826346,1.525,1.7916666666666667,76.2,-0.017417198432916687,-0.6198972489213342,0.7846829938132732,-0.9924109638475012,-0.1229653562401774,-0.6896094149855512,0.7241815067807834,-0.50891020951466,0.8608196086589482,-0.9344933552916301,-0.35598057378990644,-0.7894291688619469,-0.6138416630939412,-0.9949448453095866,0.10042287982269205,0.4259726491892637,0.9047360400374689,-0.29053643516729244,0.9568639296369582,-0.9390048051162493,0.34390402144870974,0.5182818455517912,1.0232142857142856,0.6124999999999999,4.057793875687396,2.345238095238095,-0.45833333333333326,2.0268436639501104,74.28571428571429,0.10000000000000853,3.4846541058970746,8.247737332742421,1.7089516405204108,0,0.10940012537559372,4.110653001096492,0.024056254565828366,4.103807107549194,-0.006968687593351903,4.5543002113632225,0.03618279732835513,2.5887885363370122,0.03561049430441794,2.9548474343333386,-0.11868653745400316,2.1936845043154873
